stt,logo_name,company_name,location,field,people,country,working_day,time
1,logo-1.png,Nimble,"Ho Chi Minh, Da Nang",Outsourcing,51-150,Thailand,Monday - Friday,No OT
2,logo-2.png,Easy IT Solutions,"District 3, Ho Chi Minh",Outsourcing,51-150,Vietnam,Monday - Friday,No OT
3,logo-3.png,Vietnam International Bank (VIB),"Ha Noi, Ho Chi Minh",Product,1000+,Vietnam,Monday - Friday,none
4,logo-4.png,Robert Bosch Engineering And Business Solutions,"Ho Chi Minh, Ha Noi",Product,18264,Germany,Monday - Friday,No OT
5,logo-5.png,Shopee,"Others, Ho Chi Minh",Product,1000+,Singapore,Monday - Friday,No OT
6,logo-6.png,Codix,"Tan Binh, Ho Chi Minh",Product,51-150,France,Monday - Friday,Extra salary for OT
7,logo-7.png,Yojee,"District 4, Ho Chi Minh",Product,51-150,Singapore,Monday - Friday,No OT
8,logo-8.png,Wonderlabs,"Ho Chi Minh, Da Nang",Outsourcing,18264,Singapore,Monday - Friday,No OT
9,logo-9.png,QUOINE,"District 1, Ho Chi Minh",Product,51-150,Japan,Monday - Friday,No OT
10,logo-10.png,FOURDIGIT VIETNAM,"District 2, Ho Chi Minh",Product,18264,Japan,Monday - Friday,No OT
11,logo-11.png,ATM Online,"Binh Thanh, Ho Chi Minh",Product,151-300,Vietnam,Monday - Friday,No OT
12,logo-12.png,Be Group,"Ha Noi, Ho Chi Minh",Product,301-500,Vietnam,Monday - Friday,Extra salary for OT
13,logo-13.png,Tyme,"Ho Chi Minh, Ha Noi",Product,151-300,Vietnam,Monday - Friday,No OT
14,logo-14.png,DEK Technologies,"District 1, Ho Chi Minh",Outsourcing,301-500,Australia,Monday - Friday,No OT
15,logo-15.png,Forix,"Phu Nhuan, Ho Chi Minh",Outsourcing,51-150,United States,Monday - Friday,Extra salary for OT
16,logo-16.png,VINX VIETNAM,"Tan Binh, Ho Chi Minh",Outsourcing,18264,Japan,Monday - Friday,No OT
17,logo-17.png,Avenue,"Ho Chi Minh, Ha Noi",Product,51-150,Vietnam,Monday - Friday,Extra salary for OT
18,logo-18.png,FireGroup,"Ho Chi Minh, Da Nang",Product,151-300,Vietnam,Monday - Friday,No OT
19,logo-19.png,NAB in collaboration with Positive Thinking Company in Vietnam,Ho Chi Minh,Product,501-1000,Australia,Monday - Friday,No OT
20,logo-20.png,Saigon Freelancer,"Go Vap, Ho Chi Minh",Outsourcing,18264,Vietnam,Monday - Friday,Extra salary for OT
21,logo-21.png,Saigon Technology Solutions,"Ho Chi Minh, Da Nang",Outsourcing,151-300,Vietnam,Monday - Friday,Extra salary for OT
22,logo-22.png,Công Ty Cổ Phần Sundata,"Thu Duc City, Ho Chi Minh",Product,51-150,Vietnam,Monday - Friday,No OT
23,logo-23.png,NAVER VIETNAM,"District 1, Ho Chi Minh",Product,1000+,Vietnam,Monday - Friday,Extra salary for OT
24,logo-24.png,Tenpoint7,"District 1, Ho Chi Minh",Product,18264,United States,Monday - Friday,No OT
25,logo-25.png,Grab (Vietnam) Ltd.,"District 7, Ho Chi Minh",Product,501-1000,Singapore,Monday - Friday,No OT
26,logo-26.png,bbv Vietnam,"District 12, Ho Chi Minh",Outsourcing,51-150,Switzerland,Monday - Friday,No OT
27,logo-27.png,Personify Incorporation,"Tan Binh, Ho Chi Minh",Product,18264,United States,Monday - Friday,No OT
28,logo-28.png,TMA Solutions,"Ho Chi Minh, Others",Outsourcing,1000+,Vietnam,Monday - Friday,OT included in base salary
29,logo-29.png,SUGAR VENTURES,"District 1, Ho Chi Minh",Product,18264,Singapore,Monday - Friday,No OT
30,logo-30.png,VOYAGER JSC,"District 12, Ho Chi Minh",Outsourcing,18264,Vietnam,Monday - Friday,No OT
31,logo-31.png,ELSA,"Phu Nhuan, Ho Chi Minh",Product,51-150,United States,Monday - Friday,No OT
32,logo-32.png,Cafe24,"District 1, Ho Chi Minh",Product,51-150,Vietnam,Monday - Friday,No OT
33,logo-33.png,Titan DMS,"District 11, Ho Chi Minh",Product,51-150,Australia,Monday - Friday,No OT
34,logo-34.png,Capgemini Vietnam,"Phu Nhuan, Ho Chi Minh",Outsourcing,301-500,France,Monday - Friday,No OT
35,logo-35.png,Chotot,"District 1, Ho Chi Minh",Product,151-300,Singapore,Monday - Friday,No OT
36,logo-36.png,Galaxy Play,"Thu Duc City, Ho Chi Minh",Product,51-150,Vietnam,Monday - Friday,No OT
37,logo-37.png,"Ohmyhotel&Co VN Co.,Ltd","District 2, Ho Chi Minh",Product,51-150,Japan,Monday - Friday,none
38,logo-38.png,Magnolia,"Tan Binh, Ho Chi Minh",Product,51-150,Switzerland,Monday - Friday,No OT
39,logo-39.png,NashTech,"Ho Chi Minh, Ha Noi, Da Nang",Outsourcing,1000+,United Kingdom,Monday - Friday,No OT
40,logo-40.png,Oivan,"Ho Chi Minh, Da Nang, Ha Noi",Outsourcing,51-150,Finland,Monday - Friday,No OT
41,logo-41.png,"Viator, a Tripadvisor company, in partnership with Positive Thinking Company","Tan Binh, Ho Chi Minh",Product,18264,Australia,Monday - Friday,No OT
42,logo-42.png,NVG Technology,"District 10, Ho Chi Minh",Product,51-150,Switzerland,Monday - Friday,No OT
43,logo-43.png,Hasaki,"District 10, Ho Chi Minh",Product,501-1000,Vietnam,Monday - Friday,No OT
44,logo-44.png,Datalogic Viá»‡t Nam,"Thu Duc, Ho Chi Minh",Product,501-1000,Italy,Monday - Friday,none
45,logo-45.png,Employment Hero,"District 10, Ho Chi Minh",Product,301-500,Australia,Monday - Friday,No OT
46,logo-46.png,Trusting Social,"Ho Chi Minh, Ha Noi",Product,151-300,Singapore,Monday - Friday,none
47,logo-47.png,Cybozu Vietnam,"Phu Nhuan, Ho Chi Minh",Product,51-150,Japan,Monday - Friday,No OT
48,logo-48.png,Sendo.vn,"Ho Chi Minh, Ha Noi",Product,501-1000,Vietnam,Monday - Friday,Extra salary for OT
49,logo-49.png,Brycen Vietnam,"Others, Da Nang, Ho Chi Minh, Ha Noi",Outsourcing,301-500,Japan,Monday - Friday,Extra salary for OT
50,logo-50.png,Motorist Pte Ltd,"Others, Ho Chi Minh",Product,18264,Singapore,Monday - Friday,No OT
51,logo-51.png,Go1,"Phu Nhuan, Ho Chi Minh",Product,301-500,Australia,Monday - Friday,No OT
52,logo-52.png,Home Credit Vietnam,Ho Chi Minh,Product,1000+,Czechia,Monday - Friday,No OT
53,logo-53.png,AMANOTES,"Binh Thanh, Ho Chi Minh",Product,151-300,Vietnam,Monday - Friday,No OT
54,logo-54.png,3FORCOM,"District 10, Ho Chi Minh",Outsourcing,18264,Vietnam,Monday - Friday,No OT
55,logo-55.png,"Allgrowlabo Co.,Ltd.","District 1, Ho Chi Minh",Outsourcing,51-150,Japan,Monday - Friday,Extra salary for OT
56,logo-56.png,Go2Joy,"District 5, Ho Chi Minh",Product,51-150,"Korea, Republic of",Monday - Friday,No OT
57,logo-57.png,CarpTech,Ho Chi Minh,Outsourcing,51-150,Vietnam,Monday - Friday,No OT
58,logo-58.png,Live group,"District 1, Ho Chi Minh",Product,51-150,Australia,Monday - Friday,No OT
59,logo-59.png,Swag Soft,"Phu Nhuan, Ho Chi Minh",Product,18264,Singapore,Monday - Friday,No OT
60,logo-60.png,De Heus Asia,"District 2, Ho Chi Minh",Product,1000+,Vietnam,Monday - Friday,Extra days off for OT
61,logo-61.png,Omanee Corporation,"District 2, Ho Chi Minh",Product,51-150,Singapore,Monday - Friday,No OT
62,logo-62.png,Karros Technologies,"Tan Binh, Ho Chi Minh",Product,51-150,United States,Monday - Friday,No OT
63,logo-63.png,Doctor Anywhere Việt Nam,"Ho Chi Minh, Ha Noi",Product,51-150,Singapore,Monday - Friday,No OT
64,logo-64.png,KMS Technology,"Ho Chi Minh, Da Nang, Ha Noi",Outsourcing,1000+,United States,Monday - Friday,No OT
65,logo-65.png,ekino Vietnam,"District 11, Ho Chi Minh",Outsourcing,151-300,France,Monday - Friday,Extra salary for OT
66,logo-66.png,East Agile,"Ho Chi Minh, Da Nang, Ha Noi",Outsourcing,51-150,United States,Monday - Friday,No OT
67,logo-67.png,Hanatour Japan System Việt Nam,"Phu Nhuan, Ho Chi Minh",Product,18264,Japan,Monday - Friday,No OT
68,logo-68.png,NFQ Asia,"Ho Chi Minh, Da Nang",Outsourcing,301-500,Germany,Monday - Friday,No OT
69,logo-69.png,Skedulo Vietnam,"District 3, Ho Chi Minh",Product,51-150,Australia,Monday - Friday,Extra days off for OT
70,logo-70.png,WOWCNS VIETNAM,"Thu Duc, Ho Chi Minh",Outsourcing,18264,"Korea, Republic of",Monday - Friday,No OT
71,logo-71.png,Comimex Solutions Vietnam,"District 3, Ho Chi Minh",Outsourcing,18264,Japan,Monday - Friday,No OT
72,logo-72.png,Techbase Vietnam,"District 1, Ho Chi Minh",Product,151-300,Japan,Monday - Friday,No OT
73,logo-73.png,CYC-AI,"Ha Noi, Ho Chi Minh",Product,18264,United States,Monday - Friday,No OT
74,logo-74.png,ALFA CONNECTIONS,Ho Chi Minh,Outsourcing,51-150,Singapore,Monday - Friday,No OT
75,logo-75.png,GeoComply (GeoTech Hub Vietnam),"District 1, Ho Chi Minh",Product,51-150,Canada,Monday - Friday,No OT
76,logo-76.png,Precio Fishbone Vietnam,"District 3, Ho Chi Minh",Product,51-150,Sweden,Monday - Friday,No OT
77,logo-77.png,Samsung Electronics HCMC CE Complex,"Thu Duc, Ho Chi Minh",Product,1000+,"Korea, Republic of",Monday - Friday,No OT
78,logo-78.png,Prudential Vietnam Assurance,"Ho Chi Minh, Ha Noi",Outsourcing,1000+,Vietnam,Monday - Friday,none
79,logo-79.png,HL Solutions JSC,"Go Vap, Ho Chi Minh",Outsourcing,18264,Vietnam,Monday - Friday,No OT
80,logo-80.png,PROPZY,"District 11, Ho Chi Minh",Product,501-1000,Vietnam,Monday - Friday,No OT
81,logo-81.png,"CJ OLIVENETWORKS VINA CO., LTD",Ho Chi Minh,Product,18264,"Korea, Republic of",Monday - Friday,No OT
82,logo-82.png,Qamera Design,"District 1, Ho Chi Minh",Outsourcing,18264,United States,Monday - Friday,No OT
83,logo-83.png,Dirox,"Binh Thanh, Ho Chi Minh",Outsourcing,51-150,France,Monday - Friday,none
84,logo-84.png,"Niteco Vietnam Co., Ltd","Ha Noi, Ho Chi Minh",Outsourcing,151-300,Sweden,Monday - Friday,none
85,logo-85.png,Floware,"Phu Nhuan, Ho Chi Minh",Product,51-150,United States,Monday - Friday,No OT
86,logo-86.png,Ngân Hàng Á Châu | ACB,"District 3, Ho Chi Minh",Product,1000+,Vietnam,Monday - Friday,No OT
87,logo-87.png,Inspectorio,"District 2, Ho Chi Minh",Product,151-300,United States,Monday - Friday,No OT
88,logo-88.png,SSI Securities Corporation,"Ho Chi Minh, Ha Noi",Product,1000+,Vietnam,Monday - Friday,none
89,logo-89.png,ELCA,"Binh Thanh, Ho Chi Minh",Outsourcing,151-300,Switzerland,Monday - Friday,No OT
90,logo-90.png,Infomed Viet Nam JSC,"Ha Noi, Ho Chi Minh",Outsourcing,51-150,Vietnam,Monday - Friday,No OT
91,logo-91.png,Alpha Networks Solution,"District 1, Ho Chi Minh",Product,18264,Singapore,Monday - Friday,No OT
92,logo-92.png,GGJungle,"Binh Thanh, Ho Chi Minh",Product,18264,Vietnam,Monday - Friday,No OT
93,logo-93.png,INFORMATION TECHNOLOGY SERVICES JAPAN GROUP,Ho Chi Minh,Outsourcing,51-150,Vietnam,Monday - Friday,Extra salary for OT
94,logo-94.png,LeapXpert,"District 1, Ho Chi Minh",Product,18264,Hong Kong,Monday - Friday,No OT
95,logo-95.png,Swisslog Vietnam,"Tan Binh, Ho Chi Minh",Product,1000+,Switzerland,Monday - Friday,none
96,logo-96.png,Comflysoft,"Binh Thanh, Ho Chi Minh",Product,18264,Australia,Monday - Friday,No OT
97,logo-97.png,Fois Vietnam,"Binh Thanh, Ho Chi Minh",Outsourcing,18264,Japan,Monday - Friday,No OT
98,logo-98.png,Central Retail,"Phu Nhuan, Ho Chi Minh",Product,1000+,Thailand,Monday - Friday,No OT
99,logo-99.png,Aleph Vietnam,Ho Chi Minh,Outsourcing,301-500,Singapore,Monday - Friday,No OT
100,logo-100.png,Lecle Vietnam,"District 1, Ho Chi Minh",Outsourcing,18264,"Korea, Republic of",Monday - Friday,No OT
101,logo-101.png,TPS Software,"Tan Binh, Ho Chi Minh",Outsourcing,151-300,Vietnam,Monday - Friday,No OT
102,logo-102.png,CellphoneS,"District 1, Ho Chi Minh",Product,1000+,Vietnam,Monday - Saturday,No OT
103,logo-103.png,HCL Vietnam Company Limited,"Ha Noi, Ho Chi Minh",Outsourcing,151-300,India,Monday - Friday,No OT
104,logo-104.png,Nanosoft,"Ha Noi, Ho Chi Minh",Product,51-150,Vietnam,Monday - Saturday,none
105,logo-105.png,KMS Solutions,"Tan Binh, Ho Chi Minh",Product,51-150,United States,Monday - Friday,No OT
106,logo-106.png,Silicon Prime Labs,"Tan Binh, Ho Chi Minh",Outsourcing,51-150,United States,Monday - Friday,OT included in base salary
107,logo-107.png,ATALINK Technology,"District 12, Ho Chi Minh",Product,51-150,Vietnam,Monday - Friday,Extra salary for OT
108,logo-108.png,Jackdaw Ventures,"Other, Ho Chi Minh",Product,18264,Singapore,Monday - Friday,No OT
109,logo-109.png,"MONEY FORWARD VIETNAM CO.,LTD","Ho Chi Minh, Ha Noi",Product,51-150,Japan,Monday - Friday,No OT
110,logo-110.png,Groove Technology,"District 1, Ho Chi Minh",Outsourcing,51-150,Australia,Monday - Friday,No OT
111,logo-111.png,DMS Co.Ltd,"District 9, Ho Chi Minh",Product,51-150,Vietnam,Monday - Saturday,Extra salary for OT
112,logo-112.png,MTI TECHNOLOGY,"Ho Chi Minh, Da Nang",Product,151-300,Japan,Monday - Friday,No OT
113,logo-113.png,RiverCrane Vietnam,Ho Chi Minh,Product,51-150,Japan,Monday - Friday,Extra salary for OT
114,logo-114.png,Contemi Vietnam,"District 3, Ho Chi Minh",Product,51-150,Norway,Monday - Friday,No OT
115,logo-115.png,Công ty TNHH Asean Fan,"Binh Thanh, Ho Chi Minh",Outsourcing,51-150,Japan,Monday - Friday,none
116,logo-116.png,Luxoft Vietnam,"Tan Binh, Ho Chi Minh",Outsourcing,51-150,United States,Monday - Friday,Extra salary for OT
117,logo-117.png,NEC Vietnam,"Ho Chi Minh, Ha Noi",Outsourcing,151-300,Japan,Monday - Friday,Extra salary for OT
118,logo-118.png,King Attorney Technology,Ho Chi Minh,Product,18264,Vietnam,Monday - Friday,No OT
119,logo-119.png,VNtravel Group,"Ha Noi, Ho Chi Minh",Product,301-500,Vietnam,Monday - Friday,No OT
120,logo-120.png,GalaxyOne - A DigiTech Company From Sovico Group,Ho Chi Minh,Product,151-300,Vietnam,Monday - Friday,No OT
121,logo-121.png,Creasia Group,"District 4, Ho Chi Minh",Product,51-150,Vietnam,Monday - Friday,No OT
122,logo-122.png,Senspark,"Binh Thanh, Ho Chi Minh",Product,18264,Vietnam,Monday - Friday,No OT
123,logo-123.png,Hitachi Vantara,"Ho Chi Minh, Ha Noi, Da Nang",Outsourcing,501-1000,United States,Monday - Friday,No OT
124,logo-124.png,ASWHITE VIETNAM,Ho Chi Minh,Outsourcing,1000+,Australia,Monday - Friday,No OT
125,logo-125.png,Jollibee Vietnam,"District 3, Ho Chi Minh",Product,1000+,Philippines,Monday - Friday,none
126,logo-126.png,UNITZ,"Phu Nhuan, Ho Chi Minh",Product,18264,Vietnam,Monday - Friday,No OT
127,logo-127.png,HDBank,"District 1, Ho Chi Minh",Product,1000+,Vietnam,Monday - Friday,No OT
128,logo-128.png,HDWEBSOFT,"Tan Binh, Ho Chi Minh",Outsourcing,151-300,Vietnam,Monday - Friday,No OT
129,logo-129.png,Aperia Solutions Vietnam Co Ltd,"Ho Chi Minh, Da Nang",Product,301-500,United States,Monday - Friday,No OT
130,logo-130.png,Positive Thinking Company (B.O.T),"Tan Binh, Ho Chi Minh",Product,301-500,Belgium,Monday - Friday,No OT
131,logo-131.png,DatVietVAC,"District 3, Ho Chi Minh",Product,501-1000,Vietnam,Monday - Friday,No OT
132,logo-132.png,ABBANK,"Ho Chi Minh, Ha Noi",Product,1000+,Vietnam,Monday - Friday,No OT
133,logo-133.png,GHN,"District 10, Ho Chi Minh",Product,1000+,Vietnam,Monday - Friday,No OT
134,logo-134.png,HANET Việt Nam - CN HCM,"District 7, Ho Chi Minh",Product,51-150,Vietnam,Monday - Friday,OT included in base salary
135,logo-135.png,CodeHQ (formerly Augen),"Ho Chi Minh, Others",Outsourcing,18264,New Zealand,Monday - Friday,No OT
136,logo-136.png,Ominext,"Ha Noi, Ho Chi Minh",Outsourcing,301-500,Japan,Monday - Friday,No OT
137,logo-137.png,Pacific Technology,"Tan Binh, Ho Chi Minh",Product,18264,Vietnam,Monday - Friday,No OT
138,logo-138.png,Fossil Vietnam,"District 4, Ho Chi Minh",Product,151-300,United States,Monday - Friday,Extra salary for OT
139,logo-139.png,VINBRAIN,"Ho Chi Minh, Ha Noi",Product,51-150,Vietnam,Monday - Friday,No OT
140,logo-140.png,Houze Group,"District 5, Ho Chi Minh",Product,51-150,Vietnam,Monday - Friday,No OT
141,logo-141.png,Hansen Technologies,"Ho Chi Minh, Ha Noi, Da Nang",Product,51-150,Australia,Monday - Friday,No OT
142,logo-142.png,SHINHAN DS,"District 3, Ho Chi Minh",Outsourcing,51-150,"Korea, Republic of",Monday - Friday,No OT
143,logo-143.png,Smart Pay,"District 4, Ho Chi Minh",Product,151-300,Vietnam,Monday - Friday,No OT
144,logo-144.png,DAYONE,"District 1, Ho Chi Minh",Product,18264,Vietnam,Monday - Friday,No OT
145,logo-145.png,IHOUZZ TECH,"Binh Thanh, Ho Chi Minh",Product,18264,Vietnam,Monday - Friday,No OT
146,logo-146.png,Minerva Technology Solutions,"District 5, Ho Chi Minh",Product,51-150,Vietnam,Monday - Friday,No OT
147,logo-147.png,Silentium Vietnam,"District 1, Ho Chi Minh",Product,18264,Vietnam,Monday - Friday,No OT
148,logo-148.png,ZALORA Group,"Ho Chi Minh, Others",Product,301-500,Singapore,Monday - Friday,No OT
149,logo-149.png,ITviec,"Ho Chi Minh, Ha Noi",Product,18264,Japan,Monday - Friday,No OT
150,logo-150.png,OCMG,"District 1, Ho Chi Minh",Product,18264,Vietnam,Monday - Friday,No OT
151,logo-151.png,SkyLab,"District 1, Ho Chi Minh",Product,18264,Singapore,Monday - Friday,No OT
152,logo-152.png,Parcel Perform,"Other, Ho Chi Minh",Product,51-150,Singapore,Monday - Friday,No OT
153,logo-153.png,Elefos,"Phu Nhuan, Ho Chi Minh",Product,18264,Vietnam,Monday - Friday,No OT
154,logo-154.png,Sacombank,"District 3, Ho Chi Minh",Product,1000+,Vietnam,Monday - Saturday,Extra salary for OT
155,logo-155.png,CodeLink,"Ho Chi Minh, Da Nang, Ha Noi",Outsourcing,51-150,Vietnam,Monday - Friday,No OT
156,logo-156.png,FINBASE,"Binh Thanh, Ho Chi Minh",Product,51-150,Vietnam,Monday - Friday,No OT
157,logo-157.png,Nexcel Solutions,"District 12, Ho Chi Minh",Product,151-300,Vietnam,Monday - Friday,Extra salary for OT
158,logo-158.png,Defide Vietnam,"Ho Chi Minh, Ha Noi",Product,18264,Japan,Monday - Friday,Extra salary for OT
159,logo-159.png,Manabie International Pte Ltd,"Ho Chi Minh, Others",Product,51-150,Singapore,Monday - Friday,No OT
160,logo-160.png,ANTADA,"District 1, Ho Chi Minh",Product,18264,Vietnam,Monday - Friday,No OT
161,logo-161.png,YOONG,"Tan Phu, Ho Chi Minh",Outsourcing,18264,Vietnam,Monday - Friday,No OT
162,logo-162.png,Nakivo,"Ho Chi Minh, Ha Noi, Da Nang",Product,151-300,United States,Monday - Friday,No OT
163,logo-163.png,LARION,"District 12, Ho Chi Minh",Outsourcing,151-300,Vietnam,Monday - Friday,No OT
164,logo-164.png,Zalo,"Ho Chi Minh, Ha Noi",Product,501-1000,Vietnam,Monday - Friday,No OT
165,logo-165.png,BAEMIN Vietnam (Woowa Bros.),"District 1, Ho Chi Minh",Product,301-500,"Korea, Republic of",Monday - Friday,No OT
166,logo-166.png,"Starboard Asia Co.,ltd.","District 12, Ho Chi Minh",Outsourcing,18264,Japan,Monday - Friday,No OT
167,logo-167.png,Island Peak Cloud,"Binh Thanh, Ho Chi Minh",Product,51-150,Singapore,Monday - Friday,Extra salary for OT
168,logo-168.png,Eplus Research,"Tan Binh, Ho Chi Minh",Product,151-300,Vietnam,Monday - Saturday,No OT
169,logo-169.png,NCT Corporation,"District 7, Ho Chi Minh",Product,51-150,Vietnam,Monday - Friday,No OT
170,logo-170.png,Confluence Vietnam (HCMC),"Binh Thanh, Ho Chi Minh",Product,18264,United States,Monday - Friday,No OT
171,logo-171.png,The Away Group Viet Nam,"District 7, Ho Chi Minh",Outsourcing,151-300,Australia,Monday - Friday,Extra salary for OT
172,logo-172.png,OLLI,"District 3, Ho Chi Minh",Product,51-150,Vietnam,Monday - Friday,No OT
173,logo-173.png,UniBiz,"District 5, Ho Chi Minh",Product,18264,Vietnam,Monday - Friday,No OT
174,logo-174.png,ANSARADA in partnership with Positive Thinking Company,"Tan Binh, Ho Chi Minh",Product,51-150,Australia,Monday - Friday,No OT
175,logo-175.png,Kambria & OhmniLabs Vietnam,"District 7, Ho Chi Minh",Product,18264,Vietnam,Monday - Friday,none
176,logo-176.png,TAPTAP,"District 1, Ho Chi Minh",Product,51-150,Singapore,Monday - Friday,Extra salary for OT
177,logo-177.png,CMC Sai Gon Technology & Solution,"District 7, Ho Chi Minh",Product,151-300,Vietnam,Monday - Friday,none
178,logo-178.png,Fonos,"District 7, Ho Chi Minh",Product,18264,Vietnam,Monday - Friday,No OT
179,logo-179.png,Travel and Pay Software Solutions,"District 12, Ho Chi Minh",Product,51-150,Germany,Monday - Friday,No OT
180,logo-180.png,MOSO,"Ho Chi Minh, Da Nang",Product,18264,United States,Monday - Friday,No OT
181,logo-181.png,ASIM TELECOM,"Ho Chi Minh, Ha Noi, Da Nang",Product,51-150,Vietnam,Monday - Friday,No OT
182,logo-182.png,Simple Tech Investment,"District 3, Ho Chi Minh",Product,301-500,Vietnam,Monday - Friday,No OT
183,logo-183.png,Hubble Pte. Ltd,"Tan Binh, Ho Chi Minh",Product,51-150,Singapore,Monday - Friday,No OT
184,logo-184.png,VietCredit,"Ho Chi Minh, Ha Noi",Product,1000+,Vietnam,Monday - Friday,Extra days off for OT
185,logo-185.png,Pascalia Asia Vietnam,"Ho Chi Minh, Da Nang, Others",Product,51-150,Japan,Monday - Friday,Extra salary for OT
186,logo-186.png,Cathay Insurance,"District 1, Ho Chi Minh",Product,1000+,Taiwan,Monday - Friday,No OT
187,logo-187.png,LIFULL Tech Vietnam,"District 3, Ho Chi Minh",Outsourcing,51-150,Japan,Monday - Friday,Extra salary for OT
188,logo-188.png,Intrepid Group,"District 1, Ho Chi Minh",Product,51-150,Singapore,Monday - Friday,Extra salary for OT
